"cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","institute","sub.period","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","app.method.orig","incorp.orig","man.source.orig","date.start","flag.int","soil.samp.z"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:4 PS.T:PS.R:1.R2:.T:2022-10-19 13:19:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","4 PS","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"6.24","79.24","2.02",0.87,NA,NA,NA,"7.08",2022-10-19 13:19:00,2022-10-25 05:14:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-10-19 13:19:06 UTC","2022-10-25 05:14:50 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:4 PS.T:PS.R:1.R2:.T:2022-10-19 13:19:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",26.1,NA,1.45,2.02,3.06,4.34,6.11,6.79,7.13,NA,7.43,7.43,NA,1.45,2.02,3.06,4.34,6.11,6.79,7.13,NA,7.43,7.43,NA,0.0557,0.0776,0.117,0.166,0.234,0.26,0.273,NA,0.285,0.285,NA,0,0,0,0,0,0,0,NA,0,0,NA,12.2,11.2,7.96,6.27,7.54,8.46,9.28,10.2,10.2,NA,10.4,10.5,10.4,9.83,9.59,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,188,80.6,103,74.3,57,56,50.8,50.8,NA,0,0,0,0,0,0,0,0,0,NA,55.2,60.7,77.3,84.5,87,89.3,90.5,91.3,91.3,3630,3710,85,1.6,0.0102,0.267,1.6,1.6,1.6,136,2022-10-19 13:19:00,2022-10-25 03:38:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:6 PS-F.T:PS-F.R:1.R2:.T:2022-10-19 13:35:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","6 PS-F","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"28.92","92.04","5.81",3.46,NA,NA,NA,"8.84",2022-10-19 13:35:00,2022-10-25 05:30:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-10-19 13:35:05 UTC","2022-10-25 05:30:50 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:6 PS-F.T:PS-F.R:1.R2:.T:2022-10-19 13:35:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",34.6,NA,6,6.76,7.72,8.86,10.1,10.9,11.8,NA,12.7,12.7,NA,6,6.76,7.72,8.86,10.1,10.9,11.8,NA,12.7,12.7,NA,0.173,0.195,0.223,0.256,0.293,0.316,0.34,NA,0.368,0.368,NA,0,0,0,0,0,0,0,NA,0,0,NA,12.2,11.2,7.9,6.21,7.51,8.45,9.28,10.2,10.2,NA,10.5,10.5,10.4,9.82,9.6,9.79,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,162,69.3,98,69.4,53.5,53.7,46.6,46.6,NA,0,0,0,0,0,0,0,0,0,NA,55.4,60.8,77.3,84.5,87.2,89.5,90.6,91.3,91.3,3710,3800,85,1.6,0.0694,2.4,1.6,1.6,1.6,136,2022-10-19 13:35:00,2022-10-25 03:54:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:9 PS.T:PS.R:2.R2:.T:2022-10-19 13:43:00.M:Wind tunnelNA",NA,"STABIL26","6","Foulumgård","9 PS","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.21",NA,NA,"6.53","1.1","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"6.24","79.24","2.02",0.87,NA,NA,NA,"7.08",2022-10-19 13:43:00,2022-10-25 05:38:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-10-19 13:43:05 UTC","2022-10-25 05:38:49 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:6.F:Foulumgård.P:9 PS.T:PS.R:2.R2:.T:2022-10-19 13:43:00","D:1.I:AU.Pr:STABIL26.E:6","","Dela Pierre, Flavia",26.1,NA,1.45,2.03,3.11,4.39,6.26,7.32,8.03,NA,8.76,8.76,NA,1.45,2.03,3.11,4.39,6.26,7.32,8.03,NA,8.76,8.76,NA,0.0557,0.078,0.119,0.168,0.24,0.28,0.308,NA,0.336,0.336,NA,0,0,0,0,0,0,0,NA,0,0,NA,12.3,11.2,7.77,6.27,7.55,8.48,9.3,10.2,10.2,NA,10.4,10.5,10.4,9.81,9.59,9.78,10.1,10.5,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,162,69.3,98.9,69.9,53.8,53.9,46.7,46.7,NA,0,0,0,0,0,0,0,0,0,NA,55.3,60.8,78.1,84.3,87.1,89.4,90.6,91.3,91.3,3800,3880,85,1.6,0.0109,0.284,1.6,1.6,1.6,136,2022-10-19 13:43:00,2022-10-25 04:02:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-10-19,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:1 AD-FB.T:AD-FB.R:1.R2:.T:2022-09-28 14:43:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","1 AD-FB","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.42,NA,NA,NA,"8.21",2022-09-28 14:43:00,2022-10-04 09:19:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-FB","Wind tunnel",NA,"2022-09-28 14:43:39 UTC","2022-10-04 09:19:24 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:1 AD-FB.T:AD-FB.R:1.R2:.T:2022-09-28 14:43:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",14.2,NA,0.0932,0.13,0.189,0.313,0.47,0.604,0.686,NA,0.835,0.835,NA,0.0932,0.13,0.189,0.313,0.47,0.604,0.686,NA,0.835,0.835,NA,0.00657,0.00914,0.0133,0.022,0.0331,0.0425,0.0483,NA,0.0588,0.0588,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.4,11,10.6,10.4,10.1,10.4,10.5,10.8,10.8,NA,12.6,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.1,61.6,30.9,36.9,43.7,43.8,58.7,66.5,66.5,NA,0,0,0,0,0,0,0,0,0,NA,87.5,89.1,91.2,90.1,91.7,90.3,90.6,89.8,89.8,3880,3960,80,1.73,0.00161,0.0228,1.73,1.73,1.73,139,2022-09-28 14:43:00,2022-10-04 07:35:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:10 AD-F.T:AD-F.R:3.R2:.T:2022-09-28 15:55:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","10 AD-F","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.57,NA,NA,NA,"6.88",2022-09-28 15:55:00,2022-10-04 10:31:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-F","Wind tunnel",NA,"2022-09-28 15:55:37 UTC","2022-10-04 10:31:21 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:10 AD-F.T:AD-F.R:3.R2:.T:2022-09-28 15:55:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",15.7,NA,0.0564,0.0727,0.105,0.201,0.338,0.482,0.603,NA,0.79,0.79,NA,0.0564,0.0727,0.105,0.201,0.338,0.482,0.603,NA,0.79,0.79,NA,0.00359,0.00463,0.0067,0.0128,0.0215,0.0307,0.0384,NA,0.0503,0.0503,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,10.5,10.3,10.3,10.2,10.4,10.6,10.9,10.9,NA,12.6,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.3,23.6,11.8,40.7,54.1,54.5,73.9,81.4,81.4,NA,0,0,0,0,0,0,0,0,0,NA,90.2,90.9,92.3,90.8,91.9,90.4,90.3,89.8,89.8,3960,4040,80,1.73,0.00104,0.0163,1.73,1.73,1.73,139,2022-09-28 15:55:00,2022-10-04 08:47:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:3 AD-F.T:AD-F.R:1.R2:.T:2022-09-28 14:59:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","3 AD-F","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.57,NA,NA,NA,"6.88",2022-09-28 14:59:00,2022-10-04 09:35:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-F","Wind tunnel",NA,"2022-09-28 14:59:38 UTC","2022-10-04 09:35:22 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:3 AD-F.T:AD-F.R:1.R2:.T:2022-09-28 14:59:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",15.7,NA,0.0356,0.0514,0.0817,0.133,0.224,0.281,0.339,NA,0.444,0.444,NA,0.0356,0.0514,0.0817,0.133,0.224,0.281,0.339,NA,0.444,0.444,NA,0.00227,0.00328,0.0052,0.00845,0.0143,0.0179,0.0216,NA,0.0283,0.0283,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.2,10.9,10.4,10.4,10.1,10.4,10.5,10.8,10.8,NA,12.5,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,43.7,21.9,34.2,41.7,43.9,60.1,67.7,67.7,NA,0,0,0,0,0,0,0,0,0,NA,88.2,89.6,91.5,90.2,91.5,89.9,90,89.5,89.5,4040,4120,80,1.73,0.000535,0.0084,1.73,1.73,1.73,139,2022-09-28 14:59:00,2022-10-04 07:51:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:6 AD-FB.T:AD-FB.R:2.R2:.T:2022-09-28 15:23:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","6 AD-FB","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.42,NA,NA,NA,"8.21",2022-09-28 15:23:00,2022-10-04 09:59:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-FB","Wind tunnel",NA,"2022-09-28 15:23:38 UTC","2022-10-04 09:59:22 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:6 AD-FB.T:AD-FB.R:2.R2:.T:2022-09-28 15:23:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",14.2,NA,0.113,0.155,0.231,0.392,0.571,0.705,0.79,NA,0.939,0.939,NA,0.113,0.155,0.231,0.392,0.571,0.705,0.79,NA,0.939,0.939,NA,0.00795,0.0109,0.0163,0.0276,0.0402,0.0496,0.0556,NA,0.0661,0.0661,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.2,10.8,10.4,10.4,10.1,10.4,10.6,10.9,10.9,NA,12.6,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.2,43.5,21.8,37,42.7,45.4,63.3,70.3,70.3,NA,0,0,0,0,0,0,0,0,0,NA,88.3,89.6,91.6,90,91.5,90.1,90.1,89.5,89.5,4120,4200,80,1.73,0.00185,0.0262,1.73,1.73,1.73,139,2022-09-28 15:23:00,2022-10-04 08:15:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:8 AD-F.T:AD-F.R:2.R2:.T:2022-09-28 15:39:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","8 AD-F","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.57,NA,NA,NA,"6.88",2022-09-28 15:39:00,2022-10-04 10:15:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,"None","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-F","Wind tunnel",NA,"2022-09-28 15:39:37 UTC","2022-10-04 10:15:22 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:8 AD-F.T:AD-F.R:2.R2:.T:2022-09-28 15:39:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",15.7,NA,0.0406,0.0518,0.0719,0.124,0.211,0.284,0.347,NA,0.454,0.454,NA,0.0406,0.0518,0.0719,0.124,0.211,0.284,0.347,NA,0.454,0.454,NA,0.00259,0.0033,0.00458,0.00787,0.0134,0.0181,0.0221,NA,0.0289,0.0289,NA,0,0,0,0,0,0,0,NA,0,0,NA,11.1,10.7,10.4,10.4,10.2,10.4,10.6,10.9,10.9,NA,12.6,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2,28.8,14.4,36,48,49.3,67.5,76.3,76.3,NA,0,0,0,0,0,0,0,0,0,NA,88.8,90,91.8,89.8,91.3,90.1,90,89.4,89.4,4200,4280,80,1.73,0.000742,0.0116,1.73,1.73,1.73,139,2022-09-28 15:39:00,2022-10-04 08:31:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:9 AD-FB.T:AD-FB.R:3.R2:.T:2022-09-28 15:47:00.M:Wind tunnelNA",NA,"STABIL26","7","Foulumgård","9 AD-FB","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.2",NA,NA,"5.7","1.13","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"solid","Anaerobic digestion","Mechanical separation",NA,"45.37","88.21","9.2",1.42,NA,NA,NA,"8.21",2022-09-28 15:47:00,2022-10-04 10:23:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-FB","Wind tunnel",NA,"2022-09-28 15:47:37 UTC","2022-10-04 10:23:21 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:7.F:Foulumgård.P:9 AD-FB.T:AD-FB.R:3.R2:.T:2022-09-28 15:47:00","D:1.I:AU.Pr:STABIL26.E:7","","Dela Pierre, Flavia",14.2,NA,0.139,0.185,0.267,0.452,0.605,0.718,0.791,NA,0.902,0.902,NA,0.139,0.185,0.267,0.452,0.605,0.718,0.791,NA,0.902,0.902,NA,0.00977,0.013,0.0188,0.0319,0.0426,0.0506,0.0557,NA,0.0635,0.0635,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,10.5,10.3,10.3,10.1,10.4,10.6,10.8,10.8,NA,12.6,12.6,12.6,12.4,12.2,12.1,12,12,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.4,23.6,11.8,38.3,49.1,51.3,70.5,77.7,77.7,NA,0,0,0,0,0,0,0,0,0,NA,90.2,90.9,92.3,90.8,91.9,90.4,90.3,89.8,89.8,4280,4360,80,1.73,0.00223,0.0317,1.73,1.73,1.73,139,2022-09-28 15:47:00,2022-10-04 08:39:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-28,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:1 AD-LB1.T:AD-LB1.R:1.R2:.T:2022-09-21 13:39:00.M:Wind tunnelNA",NA,"STABIL26","8","Foulumgård","1 AD-LB1","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.13",NA,NA,"5.34","1.03","No",NA,"mix","mixture of manure, deep litter, meadow grass, grass, grass silage, straw, cereal, and corn silage",NA,"liquid","Anaerobic digestion","Mechanical separation",NA,"5.35","69.53","2.61",1.04,NA,NA,NA,"8.5",2022-09-21 13:39:00,2022-09-27 08:15:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,"Biochar addition","AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","AD-LB1","Wind tunnel",NA,"2022-09-21 13:39:46 UTC","2022-09-27 08:15:30 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:8.F:Foulumgård.P:1 AD-LB1.T:AD-LB1.R:1.R2:.T:2022-09-21 13:39:00","D:1.I:AU.Pr:STABIL26.E:8","","Dela Pierre, Flavia",31.2,NA,5.57,6.99,8.87,10.9,13.1,14.2,14.7,NA,15.4,15.4,NA,5.57,6.99,8.87,10.9,13.1,14.2,14.7,NA,15.4,15.4,NA,0.178,0.224,0.284,0.351,0.42,0.454,0.471,NA,0.494,0.494,NA,0,0,0,0,0,0,0,NA,0,0,NA,15.1,14.7,11,10,11,11.5,11.3,11.1,11.1,NA,12,12.1,12.2,11.8,12.1,12.2,12.3,12.4,12.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,197,98.7,115,110,107,112,89.3,89.3,NA,0,0,0,0,0,0,0,0,0,NA,57,60.3,70.7,82.5,81.4,83.7,83.6,86,86,4360,4440,80,1.73,0.04,1.25,1.73,1.73,1.73,139,2022-09-21 13:39:00,2022-09-27 06:31:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Mix",2022-09-21,"","0-5"
